pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD000996,3,6,"The single study on long-term outcomes (over 6 months) that examined lung function and other clinical outcomes, showed no significant effect of ICS on any of the outcomes.",rephrase,['The single study on long-term use of ICS (i.e. for over 6 months) showed no meaningful benefit of ICS for any of the outcomes.'],1,0.5833333333333334,3,12
CD000996,3,7,We could not draw any conclusion on adverse effects due to limited available data.,rephrase,"['Importantly, we do not know if ICS are linked to more unwanted side effects, because the studies did not provide much information about this.']",2,0.6666666666666666,4,12
CD000996,5,10,This updated review indicates that there is insufficient evidence to support the routine use of ICS in adults with stable state bronchiectasis.,rephrase,['The review found that there is not enough evidence for the routine use of ICS in adults with stable bronchiectasis.'],4,0.9166666666666666,5,12
CD000996,5,11,"Further, we cannot draw any conclusion for the use of ICS in adults during an acute exacerbation or in children (for any state), as there were no studies.",rephrase,"['We can make no conclusions about the use of ICS for flare-ups of bronchiectasis, or about their use in children, because we did not find any studies.']",5,1.0,5,12
CD001006,0,3,"The remaining five studies (n = 72,740) did not detect a significant effect on smoking behaviour.",rephrase,['The remaining five studies did not detect an effect.'],2,0.3333333333333333,2,12
CD001006,0,7,Effective campaigns tended to last longer (minimum 3 years) and were more intense (more contact time) for both school-based lessons (minimum eight lessons per grade) and media spots (minimum four weeks' duration across multiple media channels with between 167 and 350 TV and radio spots).,rephrase,"[""Although there was some overlap in characteristics between both effective and ineffective programmes, effective campaigns tended to last longer (minimum 3 years) and were more intense (more contact time) for both school-based lessons (minimum eight lessons per grade) and media spots (minimum four weeks' duration across multiple media channels with between 167 and 350 TV and radio spots).""]",3,0.6666666666666666,4,12
CD001006,0,8,"Implementation of combined school-based components (e.g. school posters) and the use of repetitive media messages delivered by multiple channels (e.g. newspapers, radio, television) appeared to contribute to successful campaigns.",rephrase,"['Implementation of combined school-based components (e.g. school posters) and the use of repetitive media messages delivered by multiple channels (e.g. newspapers, radio, television) appeared to contribute to successful campaigns.']",4,0.75,4,12
CD001006,1,10,It would therefore be unwise to offer firm conclusions based on the evidence in this review.,rephrase,['It would therefore be unwise to offer firm conclusions based on the evidence in this review.'],5,0.9166666666666666,5,12
CD001006,1,11,Methodologically rigorous studies investigating the effect of social media and novel forms of technology as part of tobacco prevention campaigns for youth are needed.,rephrase,['More high-quality studies are needed.'],6,1.0,5,12
CD001019,0,0,Five trials (612 women) met the inclusion criteria.,rephrase,"['We found five trials, including 612 women, that met the inclusion criteria.']",0,0.0526315789473684,1,19
CD001019,1,2,"Combined oral contraceptive pill versus placebo
Two trials compared COCP with a placebo.",rephrase,['Combined oral contraceptive pill versus placebo\nWe found two trials including 354 women that compared the COCP with a placebo (pretend treatment).'],1,0.1578947368421052,1,19
CD001019,1,3,These studies were at high risk of bias.,rephrase,['The evidence was at high risk of bias.'],2,0.2105263157894736,2,19
CD001019,1,5,"Evidence was downgraded for imprecision as it was based on a single, small trial and for the visual analogue scale data there were wide confidence intervals (CIs).",rephrase,['The main reasons for downgrading the evidence were because the data were based on a single small trial with wide variation in results and lack of details about how the study had been designed.'],5,0.3157894736842105,2,19
CD001019,1,6,There appeared to have been substantial involvement of the pharmaceutical company funding the trials.,rephrase,"['There were some concerns with two of the studies that were funded by a pharmaceutical company that also had input into the design of the trial, data collection and the analysis of data.']",6,0.3684210526315789,2,19
CD001019,3,8,"Combined oral contraceptive pill versus medical therapies
One underpowered trial compared the COCP with another medical treatment (goserelin).",rephrase,['Combined oral contraceptive pill versus other medical treatment\nWe found one trial of 50 women that compared the COCP with another medical treatment (goserelin).'],7,0.4736842105263157,3,19
CD001019,3,9,The study was at high risk of bias; the trial was unblinded and there was insufficient detail to judge allocation concealment and randomisation.,rephrase,['The study was at high risk of bias.'],8,0.5263157894736842,3,19
CD001019,4,11,"At the end of treatment, the women in the goserelin group were amenorrhoeic and therefore no comparisons could be made between the groups for the primary outcome.",rephrase,"['At the end of treatment, the women in the goserelin group were not having a period and therefore we could not compare the groups.']",9,0.631578947368421,4,19
CD001019,4,12,"At six months' follow-up, there was no clear evidence of a difference between women treated with the COCP and women treated with goserelin for measures of dysmenorrhoea on a visual analogue scale (scale 1 to 10) (MD -0.10, 95% CI -1.28 to 1.08; 1 RCT, 50 women; very low quality evidence) or a verbal rating scale (scale 0 to 3) (MD -0.10, 95% CI -0.99 to 0.79; 1 RCT, 50 women; very low quality evidence).",rephrase,"['Six months after the end of treatment, there was very low quality evidence that there was no clear difference between women treated with the COCP and women treated with goserelin for self-reported dysmenorrhoea, using a visual rating scale or a verbal rating scale.']",10,0.6842105263157895,4,19
CD001019,4,13,"At six months' follow-up, there was no clear evidence of a difference between the COCP and goserelin groups for reporting complete absence of pain as measured by the visual analogue scale (risk ratio (RR) 0.36, 95% CI 0.02 to 8.43; 1 RCT, 50 women; very low quality evidence) or the verbal rating scale (RR 1.00, 95% CI 0.93 to 1.08; 1 RCT, 49 women; low quality evidence).",rephrase,"['Six months after the end of treatment, there was very low quality evidence that there was no clear evidence of a difference between the COCP and goserelin groups for reporting complete absence of pain, as measured by a visual rating scale and low quality evidence using a verbal rating scale.']",11,0.7368421052631579,4,19
CD001021,0,0,The searches identified 410 citations to 125 trials; 18 trials (3042 participants aged between five and 45 years) met the inclusion criteria.,rephrase,['The review includes 18 trials with 3042 people with CF aged between five and 45 years of age.'],0,0.04,1,25
